STATE,UACE,NAME,STATEFP,PART,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN
Pennsylvania,82495,"Slippery Rock, PA",42,,"7,226","2,905","11,725,511",4.53,"13,191",0.01,"1,596.11"
Pennsylvania,82927,"Somerset, PA",42,,"10,098","4,655","17,897,695",6.91,0,0,"1,461.29"
Pennsylvania,84493,"State College, PA",42,,"83,674","33,591","67,129,603",25.92,"4,169",0,"3,228.30"
Pennsylvania,84859,"Steubenville--Weirton, OH--WV--PA",42,P,362,157,"1,873,813",0.72,0,0,500.36
Pennsylvania,85762,"Sunbury, PA",42,,"28,249","12,642","35,550,407",13.73,"196,345",0.08,"2,058.05"
Pennsylvania,86071,"Swatara, PA",42,,"6,312","2,535","12,881,594",4.97,"6,918",0,"1,269.10"
Pennsylvania,86572,"Tamaqua, PA",42,,"15,158","7,661","6,535,228",2.52,0,0,"6,007.29"
Pennsylvania,87814,"Titusville, PA",42,,"5,219","2,569","5,729,929",2.21,0,0,"2,359.04"
Pennsylvania,88246,"Towanda, PA",42,,"4,029","2,069","7,601,686",2.94,"53,212",0.02,"1,372.73"
Pennsylvania,88327,"Treasure Lake, PA",42,,"4,677","2,735","8,598,496",3.32,"1,971,539",0.76,"1,408.78"
Pennsylvania,89353,"Tyrone, PA",42,,"10,442","4,719","15,685,979",6.06,"9,602",0,"1,724.13"
Pennsylvania,89640,"Uniontown, PA",42,,"32,560","15,868","69,830,527",26.96,"23,721",0.01,"1,207.64"
Pennsylvania,91837,"Warren, PA",42,,"14,294","7,159","20,193,511",7.8,"1,123,271",0.43,"1,833.33"
Pennsylvania,93322,"Waynesboro, PA--MD",42,P,"21,121","9,599","24,529,971",9.47,"17,949",0.01,"2,230.05"
Pennsylvania,93376,"Waynesburg, PA",42,,"8,754","3,117","10,471,933",4.04,0,0,"2,165.10"
Pennsylvania,95455,"Williamsport, PA",42,,"55,344","25,810","71,807,159",27.72,"3,189,772",1.23,"1,996.18"
Pennsylvania,97750,"York, PA",42,,"238,549","97,643","292,871,617",113.08,"431,678",0.17,"2,109.59"
Rhode Island,15589,"Charlestown, RI",44,,"4,348","3,712","16,371,972",6.32,"3,289,121",1.27,687.84
Rhode Island,72505,"Providence, RI--MA",44,P,"971,711","421,956","917,032,188",354.07,"56,458,601",21.8,"2,744.42"
Rhode Island,93997,"Westerly, RI--CT",44,P,"23,132","13,793","50,032,909",19.32,"1,208,463",0.47,"1,197.44"
South Carolina,64,"Abbeville, SC",45,,"4,940","2,453","12,815,034",4.95,"6,144",0,998.4
South Carolina,2420,"Anderson--Clemson, SC",45,,"118,369","50,811","248,484,739",95.94,"7,321,967",2.83,"1,233.78"
South Carolina,4222,"Augusta-Richmond County, GA--SC",45,P,"109,399","49,982","233,320,174",90.09,"3,073,542",1.19,"1,214.39"
South Carolina,5518,"Batesburg-Leesville, SC",45,,"4,989","2,342","14,503,633",5.6,"163,954",0.06,890.91
South Carolina,6031,"Beaufort--Port Royal, SC",45,,"52,515","21,456","113,338,543",43.76,"1,418,819",0.55,"1,200.06"
South Carolina,6779,"Belton, SC",45,,"5,301","2,518","11,816,372",4.56,"28,235",0.01,"1,161.91"
South Carolina,6895,"Bennettsville, SC",45,,"9,075","4,618","19,347,948",7.47,"1,278,568",0.49,"1,214.81"
South Carolina,8601,"Bluffton East--Hilton Head Island, SC",45,,"71,824","43,742","163,794,642",63.24,"4,715,792",1.82,"1,135.71"
South Carolina,8607,"Bluffton West, SC",45,,"31,096","15,069","60,360,788",23.31,"87,316",0.03,"1,334.28"
South Carolina,13010,"Camden--Lugoff, SC",45,,"30,655","13,337","89,711,864",34.64,"666,897",0.26,885.01
South Carolina,15300,"Chapin, SC",45,,"5,701","2,238","16,377,654",6.32,"26,954",0.01,901.57
South Carolina,15508,"Charleston, SC",45,,"684,773","305,541","878,170,419",339.06,"18,026,428",6.96,"2,019.60"
South Carolina,15670,"Charlotte, NC--SC",45,P,"20,434","8,452","39,697,601",15.33,"154,208",0.06,"1,333.17"
South Carolina,15994,"Cheraw, SC",45,,"7,480","3,686","19,040,160",7.35,"126,066",0.05,"1,017.49"
South Carolina,16183,"Chester, SC",45,,"8,611","4,093","16,293,135",6.29,"26,285",0.01,"1,368.82"
South Carolina,18046,"Clinton, SC",45,,"9,143","4,046","21,917,816",8.46,"40,622",0.02,"1,080.41"
South Carolina,18154,"Clover, SC",45,,"7,526","2,948","13,432,092",5.19,"29,347",0.01,"1,451.17"
South Carolina,18964,"Columbia, SC",45,,"590,407","258,608","951,809,584",367.5,"18,239,231",7.04,"1,606.57"
South Carolina,24202,"Dillon, SC",45,,"8,484","3,955","16,395,248",6.33,"111,569",0.04,"1,340.23"
South Carolina,30061,"Florence, SC",45,,"89,436","40,455","176,218,906",68.04,"1,465,145",0.57,"1,314.49"
South Carolina,32140,"Gaffney, SC",45,,"19,042","8,718","39,956,377",15.43,"124,411",0.05,"1,234.31"
South Carolina,33031,"Georgetown, SC",45,,"11,364","5,404","23,946,739",9.25,"1,284,591",0.5,"1,229.09"
South Carolina,35461,"Greenville, SC",45,,"387,271","171,025","679,012,990",262.17,"5,775,708",2.23,"1,477.18"
South Carolina,35596,"Greenwood, SC",45,,"41,998","18,897","91,994,818",35.52,"668,785",0.26,"1,182.40"
South Carolina,37405,"Hartsville, SC",45,,"13,946","6,687","32,844,412",12.68,"1,173,231",0.45,"1,099.73"
South Carolina,41365,"Inman, SC",45,,"13,269","5,440","35,445,694",13.69,"66,852",0.03,969.56
South Carolina,45289,"Kingstree, SC",45,,"5,250","2,590","13,163,941",5.08,0,0,"1,032.93"
South Carolina,46612,"Lake City, SC",45,,"6,915","3,161","14,286,274",5.52,0,0,"1,253.63"
South Carolina,47557,"Lancaster, SC",45,,"22,709","10,207","57,931,076",22.37,"77,921",0.03,"1,015.28"
South Carolina,47665,"Landrum--Tryon, SC--NC",45,P,"2,859","1,554","8,413,051",3.25,"362,596",0.14,880.15
South Carolina,48151,"Laurens, SC",45,,"11,331","5,255","25,056,420",9.67,0,0,"1,171.24"
South Carolina,50275,"Litchfield Beach, SC",45,,"15,225","10,825","44,068,351",17.01,"1,071,846",0.41,894.8
South Carolina,54037,"Manning, SC",45,,"4,522","2,132","10,047,105",3.88,0,0,"1,165.70"
South Carolina,54685,"Marion, SC",45,,"7,009","3,307","14,064,797",5.43,0,0,"1,290.69"
South Carolina,55603,"Mauldin--Simpsonville, SC",45,,"159,506","64,676","262,115,104",101.2,"2,197,725",0.85,"1,576.10"
South Carolina,60598,"Mullins, SC",45,,"4,924","2,532","10,386,047",4.01,0,0,"1,227.91"
South Carolina,60895,"Myrtle Beach--North Myrtle Beach, SC--NC",45,P,"275,361","172,367","487,493,763",188.22,"8,331,459",3.22,"1,462.96"
South Carolina,61894,"Newberry, SC",45,,"12,342","5,409","26,982,513",10.42,"31,045",0.01,"1,184.68"
South Carolina,65701,"Orangeburg, SC",45,,"29,072","13,791","68,826,733",26.57,"358,163",0.14,"1,094.00"
South Carolina,69222,"Pickens, SC",45,,"5,068","2,213","12,234,796",4.72,"37,555",0.01,"1,072.85"
South Carolina,75745,"Rock Hill, SC",45,,"218,443","89,706","375,936,502",145.15,"6,953,518",2.68,"1,504.95"
South Carolina,80241,"Seabrook Island, SC",45,,"3,371","5,286","21,681,111",8.37,"756,252",0.29,402.69
South Carolina,80671,"Seneca, SC",45,,"23,105","11,870","80,399,807",31.04,"270,088",0.1,744.3
South Carolina,83548,"Spartanburg, SC",45,,"196,943","82,772","468,778,791",181,"3,887,516",1.5,"1,088.10"
South Carolina,85708,"Sumter, SC",45,,"68,825","30,795","149,322,066",57.65,"1,220,681",0.47,"1,193.77"
South Carolina,89488,"Union, SC",45,,"9,729","4,820","23,725,247",9.16,"8,766",0,"1,062.08"
South Carolina,91324,"Walhalla, SC",45,,"5,392","2,415","14,765,149",5.7,"161,863",0.06,945.82
South Carolina,91513,"Walterboro, SC",45,,"9,229","4,246","21,077,235",8.14,"126,488",0.05,"1,134.07"
South Carolina,95536,"Williamston, SC",45,,"10,350","4,446","26,430,255",10.2,"87,771",0.03,"1,014.23"
South Carolina,96508,"Winnsboro, SC",45,,"4,710","2,399","10,017,246",3.87,0,0,"1,217.78"
South Carolina,97777,"York, SC",45,,"8,631","3,573","16,859,608",6.51,"199,655",0.08,"1,325.90"
South Dakota,145,"Aberdeen, SD",46,,"27,982","13,246","35,989,073",13.9,"183,150",0.07,"2,013.75"
South Dakota,6490,"Belle Fourche, SD",46,,"5,089","2,375","7,406,382",2.86,0,0,"1,779.61"
South Dakota,9460,"Box Elder, SD",46,,"11,386","4,162","15,755,001",6.08,0,0,"1,871.76"
South Dakota,9649,"Brandon, SD",46,,"10,959","4,021","12,126,940",4.68,"6,506",0,"2,340.55"
South Dakota,10648,"Brookings, SD",46,,"23,674","10,132","28,744,518",11.1,0,0,"2,133.12"
South Dakota,37091,"Harrisburg, SD",46,,"6,663","2,369","6,334,693",2.45,0,0,"2,724.22"
South Dakota,40861,"Huron, SD",46,,"14,294","6,215","20,437,008",7.89,"234,275",0.09,"1,811.48"
South Dakota,48421,"Lead, SD",46,,"4,122","2,568","10,060,755",3.88,0,0,"1,061.15"
South Dakota,53146,"Madison, SD",46,,"6,169","2,931","11,159,434",4.31,0,0,"1,431.76"
South Dakota,57817,"Mitchell, SD",46,,"15,690","7,698","23,603,242",9.11,"2,760,651",1.07,"1,721.67"
South Dakota,69292,"Pierre, SD",46,,"14,755","7,004","31,118,330",12.01,"160,028",0.06,"1,228.06"
South Dakota,73396,"Rapid City, SD",46,,"85,679","38,024","130,350,277",50.33,"159,937",0.06,"1,702.39"
South Dakota,82225,"Sioux City, IA--NE--SD",46,P,"7,076","3,047","14,524,394",5.61,"297,367",0.11,"1,261.79"
South Dakota,82252,"Sioux Falls, SD",46,,"194,283","84,183","175,859,060",67.9,"1,084,142",0.42,"2,861.33"
South Dakota,83575,"Spearfish, SD",46,,"13,206","6,442","20,394,569",7.87,0,0,"1,677.08"
South Dakota,85330,"Sturgis, SD",46,,"7,076","3,431","10,448,272",4.03,0,0,"1,754.05"
South Dakota,85615,"Summerset, SD",46,,"5,325","2,119","8,813,827",3.4,"3,748",0,"1,564.78"
South Dakota,86830,"Tea, SD",46,,"5,595","1,967","8,446,579",3.26,0,0,"1,715.60"
South Dakota,90325,"Vermillion, SD",46,,"11,659","4,626","10,327,477",3.99,0,0,"2,923.92"
South Dakota,92701,"Watertown, SD",46,,"20,643","9,805","32,048,929",12.37,"32,904",0.01,"1,668.23"
South Dakota,97534,"Yankton, SD",46,,"16,022","7,072","22,049,332",8.51,0,0,"1,882.00"
Tennessee,3158,"Arlington, TN",47,,"14,230","4,634","19,877,761",7.67,"87,911",0.03,"1,854.11"
Tennessee,3709,"Athens, TN",47,,"15,724","7,179","40,074,162",15.47,297,0,"1,016.24"
Tennessee,3957,"Atoka, TN",47,,"13,056","4,834","25,705,273",9.92,"72,575",0.03,"1,315.48"
Tennessee,8866,"Bolivar, TN",47,,"5,281","2,437","12,278,310",4.74,0,0,"1,113.97"
Tennessee,10351,"Bristol, TN--VA",47,P,"36,969","17,530","94,701,200",36.56,"290,490",0.11,"1,011.07"
Tennessee,10945,"Brownsville, TN",47,,"9,621","4,472","19,132,118",7.39,0,0,"1,302.43"
Tennessee,15832,"Chattanooga, TN--GA",47,P,"320,409","143,676","570,180,397",220.15,"5,539,164",2.14,"1,455.43"
Tennessee,17317,"Clarksville, TN--KY",47,P,"181,045","70,992","258,238,302",99.71,"126,822",0.05,"1,815.78"
Tennessee,17722,"Cleveland, TN",47,,"73,918","30,584","142,381,752",54.97,"113,225",0.04,"1,344.60"
Tennessee,18991,"Columbia, TN",47,,"42,423","18,828","78,076,538",30.15,"25,459",0.01,"1,407.27"
Tennessee,19828,"Cookeville, TN",47,,"49,089","22,181","117,742,211",45.46,"244,853",0.09,"1,079.82"
Tennessee,20719,"Covington, TN",47,,"7,320","3,335","15,533,524",6,0,0,"1,220.50"
Tennessee,21394,"Crossville, TN",47,,"19,949","9,868","69,413,715",26.8,"3,012,365",1.16,744.34
Tennessee,22555,"Dayton, TN",47,,"9,688","4,259","23,619,178",9.12,"613,490",0.24,"1,062.35"
Tennessee,24121,"Dickson, TN",47,,"16,543","7,239","42,607,380",16.45,"163,237",0.06,"1,005.60"
Tennessee,25309,"Dyersburg, TN",47,,"16,790","7,674","33,607,141",12.98,"227,443",0.09,"1,293.95"
Tennessee,27793,"Erwin, TN",47,,"8,678","4,077","15,347,733",5.93,"12,216",0,"1,464.45"
Tennessee,28009,"Etowah, TN",47,,"4,513","2,158","11,668,955",4.51,0,0,"1,001.68"
Tennessee,28765,"Fairfield Glade, TN",47,,"8,212","5,118","24,954,953",9.64,"1,035,173",0.4,852.29
Tennessee,29467,"Fayetteville, TN",47,,"10,120","4,817","32,205,658",12.43,0,0,813.85
Tennessee,32032,"Fulton, KY--TN",47,P,"1,923",978,"3,105,456",1.2,910,0,"1,603.81"
Tennessee,34894,"Greeneville, TN",47,,"22,919","10,199","56,902,377",21.97,"12,959",0.01,"1,043.19"
Tennessee,36946,"Harriman--Kingston--Rockwood, TN",47,,"22,348","10,813","78,973,325",30.49,"396,963",0.15,732.92
Tennessee,38296,"Henderson, TN",47,,"5,906","2,120","14,008,291",5.41,"22,914",0.01,"1,091.96"
Tennessee,40645,"Humboldt, TN",47,,"7,160","3,661","13,705,610",5.29,0,0,"1,353.05"
Tennessee,42265,"Jackson, TN",47,,"72,809","32,121","123,654,940",47.74,"22,895",0.01,"1,525.01"
Tennessee,43210,"Johnson City, TN",47,,"128,519","60,019","274,613,617",106.03,"2,659,200",1.03,"1,212.11"
Tennessee,45235,"Kingsport, TN--VA",47,P,"98,046","47,024","241,985,176",93.43,"2,608,009",1.01,"1,049.39"
Tennessee,45640,"Knoxville, TN",47,,"597,257","263,977","1,118,633,968",431.91,"11,689,562",4.51,"1,382.84"
Tennessee,46099,"Lafayette, TN",47,,"6,174","2,758","13,775,612",5.32,0,0,"1,160.79"
Tennessee,46153,"La Follette, TN",47,,"20,114","9,387","61,672,595",23.81,"892,724",0.34,844.7
Tennessee,48286,"Lawrenceburg, TN",47,,"11,679","5,267","25,039,645",9.67,0,0,"1,208.02"
Tennessee,48691,"Lebanon, TN",47,,"36,678","15,426","78,454,826",30.29,"10,591",0,"1,210.83"
Tennessee,49258,"Lewisburg, TN",47,,"11,934","5,207","24,303,141",9.38,"14,335",0.01,"1,271.81"
Tennessee,49528,"Lexington, TN",47,,"6,357","3,086","17,232,674",6.65,"6,182",0,955.43
Tennessee,52633,"McKenzie, TN",47,,"5,360","2,305","11,399,228",4.4,0,0,"1,217.83"
Tennessee,52768,"McMinnville, TN",47,,"15,711","7,255","34,242,487",13.22,0,0,"1,188.33"
Tennessee,53254,"Madisonville, TN",47,,"6,070","2,687","18,568,122",7.17,0,0,846.68
Tennessee,53767,"Manchester, TN",47,,"12,953","5,512","27,032,477",10.44,"15,793",0.01,"1,241.03"
Tennessee,55171,"Martin, TN",47,,"10,518","4,580","20,815,305",8.04,0,0,"1,308.72"
Tennessee,56116,"Memphis, TN--MS--AR",47,P,"872,149","378,293","953,420,183",368.12,"7,317,974",2.83,"2,369.21"
Tennessee,56818,"Middlesborough, KY--TN",47,P,"3,813","1,756","11,247,658",4.34,0,0,878.02
Tennessee,57115,"Milan, TN",47,,"7,578","3,420","15,535,969",6,0,0,"1,263.32"
Tennessee,57319,"Millington, TN",47,,"12,918","5,625","32,863,738",12.69,"40,648",0.02,"1,018.07"
Tennessee,59410,"Morristown, TN",47,,"66,539","28,535","165,513,816",63.91,"186,099",0.07,"1,041.21"
Tennessee,60733,"Murfreesboro, TN",47,,"177,313","71,867","223,081,412",86.13,"343,959",0.13,"2,058.61"
Tennessee,61273,"Nashville-Davidson, TN",47,,"1,158,642","496,886","1,515,023,996",584.95,"13,747,388",5.31,"1,980.74"
Tennessee,62893,"Newport, TN",47,,"11,576","5,520","25,647,476",9.9,0,0,"1,168.99"
Tennessee,63028,"New Tazewell--Tazewell, TN",47,,"5,374","2,509","17,260,234",6.66,0,0,806.4
Tennessee,64475,"Oakland, TN",47,,"9,389","3,816","20,496,625",7.91,"147,928",0.06,"1,186.41"
Tennessee,67537,"Paris, TN",47,,"10,303","4,999","23,907,671",9.23,"51,767",0.02,"1,116.15"
Tennessee,71344,"Portland, TN--KY",47,P,"12,244","4,753","28,020,377",10.82,"34,875",0.01,"1,131.74"
Tennessee,72667,"Pulaski, TN",47,,"8,158","3,779","13,076,286",5.05,0,0,"1,615.84"
Tennessee,75151,"Ripley, TN",47,,"6,922","3,154","19,321,604",7.46,"22,153",0.01,927.87
Tennessee,76069,"Rogersville, TN",47,,"6,154","2,972","15,832,923",6.11,0,0,"1,006.69"
Tennessee,79822,"Savannah, TN",47,,"8,828","4,124","23,021,406",8.89,340,0,993.18
Tennessee,80713,"Sevierville, TN",47,,"34,032","18,818","120,196,084",46.41,0,0,733.32
Tennessee,80805,"Seymour, TN",47,,"15,219","6,297","35,922,050",13.87,"23,665",0.01,"1,097.29"
Tennessee,81334,"Shelbyville, TN",47,,"22,552","8,594","34,096,941",13.16,0,0,"1,713.04"
Tennessee,82603,"Smithville, TN",47,,"4,825","2,062","10,351,594",4,0,0,"1,207.22"
Tennessee,83377,"South Pittsburg--Bridgeport, TN--AL",47,P,"2,496","1,199","6,152,582",2.38,0,0,"1,050.71"
Tennessee,83494,"Sparta, TN",47,,"5,691","2,541","18,510,542",7.15,0,0,796.28
Tennessee,83993,"Springfield, TN",47,,"18,430","7,235","23,208,804",8.96,0,0,"2,056.70"
Tennessee,84088,"Spring Hill, TN",47,,"60,309","22,018","60,382,092",23.31,"44,609",0.02,"2,586.85"
Tennessee,86140,"Sweetwater, TN",47,,"6,468","2,881","18,345,839",7.08,0,0,913.12
Tennessee,86977,"Tellico Village, TN",47,,"7,156","4,026","17,839,752",6.89,"290,322",0.11,"1,038.91"
Tennessee,88921,"Tullahoma, TN",47,,"19,297","8,558","38,296,270",14.79,0,0,"1,305.06"
Tennessee,89569,"Union City, TN",47,,"10,605","4,878","21,136,333",8.16,0,0,"1,299.51"
Tennessee,94861,"White House, TN",47,,"15,587","6,077","33,334,011",12.87,0,0,"1,211.08"
Tennessee,96076,"Winchester, TN",47,,"12,702","6,016","33,322,256",12.87,"692,130",0.27,987.27
Texas,280,"Abilene, TX",48,,"118,138","50,514","160,509,868",61.97,"1,015,710",0.39,"1,906.28"
Texas,1414,"Alice, TX",48,,"19,413","7,966","25,980,592",10.03,0,0,"1,935.27"
Texas,1711,"Alpine, TX",48,,"6,283","3,292","11,103,460",4.29,688,0,"1,465.57"
Texas,1900,"Alvarado, TX",48,,"5,034","1,869","7,883,213",3.04,"39,327",0.02,"1,653.89"
Texas,1927,"Amarillo, TX",48,,"205,860","87,615","217,541,054",83.99,"1,780,045",0.69,"2,450.92"
Texas,2467,"Andrews, TX",48,,"15,201","5,797","24,644,900",9.52,"30,529",0.01,"1,597.51"
Texas,2500,"Angleton, TX",48,,"19,866","8,221","28,355,057",10.95,"48,854",0.02,"1,814.59"
Texas,2818,"Aransas Pass--Port Aransas--Ingleside, TX",48,,"21,868","13,912","63,826,698",24.64,"572,244",0.22,887.37
Texas,3736,"Athens, TX",48,,"12,050","4,960","24,138,742",9.32,"64,685",0.02,"1,292.92"
Texas,3844,"Atlanta, TX",48,,"5,531","2,659","17,636,485",6.81,"99,001",0.04,812.25
Texas,4021,"Aubrey, TX",48,,"5,116","1,963","7,097,052",2.74,"11,230",0,"1,867.03"
Texas,4384,"Austin, TX",48,,"1,809,888","765,527","1,604,809,936",619.62,"12,678,276",4.9,"2,920.96"
Texas,5464,"Bastrop, TX",48,,"19,384","7,798","46,957,839",18.13,"620,588",0.24,"1,069.14"
Texas,5896,"Bay City, TX",48,,"19,311","8,683","26,972,308",10.41,"41,853",0.02,"1,854.32"
Texas,6058,"Beaumont, TX",48,,"146,649","65,409","248,896,009",96.1,"3,817,936",1.47,"1,526.02"
Texas,6274,"Beeville, TX",48,,"14,230","6,110","16,350,545",6.31,0,0,"2,254.09"
Texas,6770,"Belterra, TX",48,,"8,075","2,807","8,700,398",3.36,0,0,"2,403.82"
Texas,7651,"Big Spring, TX",48,,"28,955","11,433","53,464,090",20.64,"606,612",0.23,"1,402.68"
Texas,8704,"Boerne, TX",48,,"18,320","7,410","24,995,790",9.65,0,0,"1,898.26"
Texas,8920,"Bonham, TX",48,,"7,799","3,341","13,023,790",5.03,0,0,"1,550.96"
Texas,9217,"Borger, TX",48,,"12,848","6,288","24,389,656",9.42,"51,733",0.02,"1,364.36"
Texas,9352,"Bowie, TX",48,,"5,419","2,490","11,176,169",4.32,"46,255",0.02,"1,255.81"
Texas,9568,"Brady, TX",48,,"4,887","2,528","7,577,027",2.93,"19,525",0.01,"1,670.48"
Texas,9838,"Breckenridge, TX",48,,"5,455","2,639","12,554,020",4.85,"9,818",0,"1,125.41"
Texas,9973,"Brenham, TX",48,,"17,395","7,340","26,583,191",10.26,"79,918",0.03,"1,694.79"
Texas,10837,"Brownfield, TX",48,,"8,264","3,524","11,284,096",4.36,"31,039",0.01,"1,896.80"
Texas,10972,"Brownsville, TX",48,,"216,444","73,165","160,844,426",62.1,"6,262,482",2.42,"3,485.28"
Texas,10999,"Brownwood, TX",48,,"21,562","9,768","35,064,966",13.54,0,0,"1,592.62"
Texas,11593,"Burkburnett, TX",48,,"10,449","4,632","16,787,734",6.48,0,0,"1,612.06"
Texas,11809,"Burnet, TX",48,,"5,001","2,223","9,249,642",3.57,"53,670",0.02,"1,400.33"
Texas,13078,"Cameron, TX",48,,"5,151","2,221","9,070,934",3.5,0,0,"1,470.74"
Texas,13456,"Canyon, TX",48,,"16,171","6,999","18,970,245",7.32,"67,565",0.03,"2,207.81"
Texas,13483,"Canyon Lake, TX",48,,"7,918","4,615","23,917,432",9.23,"39,897",0.02,857.43
Texas,13969,"Carrizo Springs, TX",48,,"5,615","2,470","10,973,849",4.24,"32,947",0.01,"1,325.22"
Texas,14347,"Carthage, TX",48,,"6,328","2,841","19,322,282",7.46,"15,541",0.01,848.21
Texas,14887,"Center, TX",48,,"5,123","2,271","17,564,522",6.78,"18,192",0.01,755.42
Texas,16372,"Childress, TX",48,,"4,516","2,298","8,345,931",3.22,"35,605",0.01,"1,401.45"
Texas,17533,"Cleburne, TX",48,,"43,901","16,854","63,482,287",24.51,"339,995",0.13,"1,791.10"
Texas,17749,"Cleveland, TX",48,,"7,469","3,054","11,761,157",4.54,0,0,"1,644.79"
Texas,18694,"Coleman, TX",48,,"3,599","2,129","7,221,414",2.79,0,0,"1,290.80"
Texas,18748,"College Station--Bryan, TX",48,,"206,137","86,504","211,410,239",81.63,"179,498",0.07,"2,525.39"
Texas,18829,"Colorado City, TX",48,,"5,839","1,807","7,212,210",2.78,0,0,"2,096.85"
Texas,19477,"Commerce, TX",48,,"8,320","3,217","8,656,431",3.34,"56,945",0.02,"2,489.33"
Texas,20287,"Corpus Christi, TX",48,,"339,066","143,128","334,817,107",129.27,"3,706,849",1.43,"2,622.86"
Texas,20341,"Corsicana, TX",48,,"24,380","9,346","40,202,339",15.52,"346,526",0.13,"1,570.65"
Texas,21205,"Crockett, TX",48,,"5,935","2,826","16,989,948",6.56,0,0,904.75
Texas,21502,"Crystal City, TX",48,,"6,709","2,670","9,172,766",3.54,"11,147",0,"1,894.33"
Texas,21610,"Cuero, TX",48,,"7,619","3,020","11,304,553",4.36,"45,653",0.02,"1,745.59"
Texas,21988,"Dalhart, TX",48,,"8,352","3,489","9,061,417",3.5,"4,719",0,"2,387.22"
Texas,22042,"Dallas--Fort Worth--Arlington, TX",48,,"5,732,354","2,243,270","4,524,441,010","1,746.90","64,147,875",24.77,"3,281.45"
Texas,22582,"Dayton, TX",48,,"6,879","2,908","14,002,995",5.41,0,0,"1,272.34"
Texas,22771,"Decatur, TX",48,,"6,486","2,608","16,051,644",6.2,0,0,"1,046.54"
Texas,23203,"Del Rio, TX",48,,"42,680","15,789","48,712,813",18.81,"215,425",0.08,"2,269.23"
Texas,23500,"Denton--Lewisville, TX",48,,"429,461","166,497","389,741,508",150.48,"4,912,786",1.9,"2,853.94"
Texas,23513,"Denton Southwest, TX",48,,"14,105","5,719","18,291,464",7.06,"64,122",0.02,"1,997.20"
Texas,24904,"Dumas, TX",48,,"14,639","5,632","12,787,571",4.94,0,0,"2,964.98"
Texas,25498,"Eagle Pass, TX",48,,"54,083","18,705","54,765,192",21.14,"364,285",0.14,"2,557.73"
Texas,26254,"Edna, TX",48,,"5,910","2,619","9,569,304",3.69,0,0,"1,599.58"
Texas,26389,"El Campo, TX",48,,"13,286","5,171","20,274,190",7.83,"19,527",0.01,"1,697.26"
Texas,26659,"Elgin, TX",48,,"10,779","3,823","12,346,592",4.77,0,0,"2,261.15"
Texas,27253,"El Paso, TX--NM",48,P,"823,732","304,916","633,857,299",244.73,"1,963,004",0.76,"3,365.83"
Texas,27290,"Elsa, TX",48,,"12,984","4,221","16,201,322",6.26,0,0,"2,075.66"
Texas,27658,"Ennis, TX",48,,"19,763","7,195","32,161,351",12.42,"904,179",0.35,"1,591.54"
Texas,28522,"Fabens, TX",48,,"7,094","2,476","4,379,984",1.69,"58,739",0.02,"4,194.85"
Texas,29008,"Falfurrias, TX",48,,"4,497","2,027","5,662,317",2.19,0,0,"2,056.96"
Texas,30088,"Floresville, TX",48,,"6,313","2,449","9,978,132",3.85,"15,265",0.01,"1,638.64"
Texas,30439,"Forney, TX",48,,"41,112","13,983","50,965,415",19.68,"183,299",0.07,"2,089.25"
Texas,30952,"Fort Stockton, TX",48,,"8,551","3,658","15,502,282",5.99,0,0,"1,428.63"
Texas,31573,"Fredericksburg, TX",48,,"11,641","6,225","20,276,772",7.83,"14,339",0.01,"1,486.93"
Texas,32221,"Gainesville, TX",48,,"16,544","6,734","24,748,391",9.56,"26,645",0.01,"1,731.38"
Texas,32491,"Galveston--Texas City, TX",48,,"191,863","92,177","282,260,597",108.98,"7,938,926",3.07,"1,760.51"
Texas,32707,"Gatesville, TX",48,,"15,565","4,000","26,353,164",10.18,"31,120",0.01,"1,529.73"
Texas,33301,"Gilmer, TX",48,,"5,084","2,208","10,594,732",4.09,"32,501",0.01,"1,242.83"
Texas,33868,"Gonzales, TX",48,,"6,953","2,902","11,282,946",4.36,0,0,"1,596.05"
Texas,34138,"Graham, TX",48,,"8,585","3,825","12,174,354",4.7,806,0,"1,826.38"
Texas,34165,"Granbury, TX",48,,"29,706","14,236","56,633,516",21.87,"4,745,502",1.83,"1,358.53"
Texas,35488,"Greenville, TX",48,,"27,054","11,244","44,813,281",17.3,"62,711",0.02,"1,563.59"
Texas,35974,"Gun Barrel City, TX",48,,"18,309","10,004","47,670,862",18.41,"62,287",0.02,994.74
Texas,36892,"Harlingen, TX",48,,"118,838","46,951","140,267,207",54.16,"1,882,097",0.73,"2,194.30"
Texas,37980,"Heartland, TX",48,,"9,841","3,065","7,165,776",2.77,"142,320",0.05,"3,556.92"
Texas,38242,"Hempstead, TX",48,,"4,890","2,095","7,844,261",3.03,"2,782",0,"1,614.56"
Texas,38323,"Henderson, TX",48,,"14,924","4,608","27,194,749",10.5,"142,220",0.05,"1,421.34"
Texas,38431,"Hereford, TX",48,,"15,520","5,727","17,280,260",6.67,0,0,"2,326.16"
Texas,38944,"Hillsboro, TX",48,,"8,068","3,301","15,403,340",5.95,"58,410",0.02,"1,356.59"
Texas,39781,"Hondo, TX",48,,"6,006","2,403","7,863,462",3.04,"11,836",0,"1,978.20"
Texas,40153,"Hornsby Bend, TX",48,,"11,337","3,772","9,835,212",3.8,0,0,"2,985.47"
